,name,duration_ms,explicit,popularity,artists,album_name,danceability,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
6285,Fossil Funk Piano Mix - Live Studio Version,512500,0,0.11,Ceephax Acid Crew,Fossil Funk EP,0.757,1,-11.15,0.0,0.0638,0.109,0.91,0.0752,0.309,128.065,4.0,9
6286,おねだり,231599,0,0.35,ケプラ,デイズ オブ ユース,0.59,2,-4.245,1.0,0.0309,0.00209,0.0,0.0715,0.534,125.092,4.0,14
6287,"Grooves, Rítmos, Sons e Vinhetas",206960,0,0.19,DJ Patife;Jair Oliveira,Cool Steps Drum 'n' Bass Grooves,0.65,11,-6.797,1.0,0.0427,0.00549,0.24,0.157,0.392,176.162,4.0,9
6288,Secret Place - Live,327625,0,0.35,Hillsong Worship;Chris Davenport,These Same Skies (Live),0.301,2,-12.963,1.0,0.0354,0.419,0.0,0.111,0.146,129.829,4.0,12
6289,Back in the U.k.,183773,0,0.2,Scooter,24 Carat Gold,0.47,7,-9.283,1.0,0.0667,0.00851,0.00335,0.398,0.348,180.074,4.0,8
6290,Edison,193510,0,0.47,WEDNESDAY CAMPANELLA,Neon,0.838,1,-5.733,0.0,0.0802,0.0195,0.0089,0.101,0.619,129.999,4.0,13
6291,Kana Kassy,250013,0,0.09,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,0.583,11,-8.75,0.0,0.0313,0.803,0.813,0.105,0.594,101.799,4.0,0
6292,Mystery of Love - Mixed,152693,0,0.43,Mr. Fingers,DJ-Kicks (Motor City Drum Ensemble) [DJ Mix],0.757,7,-11.558,1.0,0.0333,0.0999,0.911,0.112,0.772,119.493,4.0,5
6293,Se Necesita,422613,0,0.34,Memphis La Blusera,"Cosa de Hombres, Vol. 1",0.578,7,-6.975,1.0,0.0421,0.158,0.0,0.362,0.58,128.997,4.0,2
6294,Cue Points,145219,0,0.17,Dusty Decks,Cue Points,0.648,0,-8.105,1.0,0.0399,0.597,0.835,0.169,0.528,83.084,4.0,18
6295,Rainbow To The Stars (Video Mix),209333,0,0.21,Dune,History,0.444,5,-11.44,1.0,0.035,0.0245,0.0113,0.375,0.0403,180.757,4.0,8
6296,Take It Easy - Sonny Fodera & Mat.Joe Remix (Mixed),345343,0,0.05,Gershon Jackson;Mat.Joe;Sonny Fodera,James Haskell's Back Row Beats Workout (Mixed),0.858,10,-7.513,0.0,0.0381,0.00124,0.000844,0.167,0.123,122.422,4.0,5
6297,渚のCHERRY(チームA Ver.),227960,0,0.25,AKB48,Team A 2nd stage 「会いたかった」 〜studio recordings コレクション〜,0.575,7,-3.689,1.0,0.129,0.406,0.000472,0.391,0.785,149.979,3.0,14
6298,The Gold Rush,166027,0,0.24,Punch Brothers,Hell on Church Street,0.427,2,-16.909,1.0,0.0356,0.913,0.601,0.122,0.235,96.201,3.0,2
6299,Summon the Beast,268653,1,0.19,Toxic Holocaust,Evil Never Dies,0.363,4,-6.076,1.0,0.0901,2.06e-05,0.165,0.18,0.469,159.96,4.0,1
6300,偶然偶然,188973,0,0.21,黃仲崑,經典復刻21黃仲崑,0.585,6,-8.522,0.0,0.038,0.66,0.0,0.215,0.411,109.653,4.0,15
6301,Rain Came Down,89184,0,0.15,Billboard Baby Lullabies,Lullaby Renditions of Winnie the Pooh,0.34,0,-20.692,1.0,0.0547,0.968,0.851,0.136,0.329,183.762,4.0,6
6302,I Can't Turn Around,230586,0,0.11,J.M. Silk,Hold on to Your Dream (Bonus Track Version),0.739,1,-9.338,1.0,0.0382,0.0216,0.00418,0.0666,0.822,125.916,4.0,5
6303,Sweater Weather,305117,0,0.0,Swattrex;Lofi By Swattrex,Sweater Weather,0.464,1,-14.002,1.0,0.0468,0.208,0.865,0.112,0.0541,96.035,4.0,10
6304,Northern Island,159840,0,0.21,Steve Martin;Steep Canyon Rangers,Rare Bird Alert,0.444,9,-7.947,0.0,0.0317,0.368,0.536,0.158,0.973,150.138,4.0,2
6305,ヘタレたちよ,289280,0,0.23,STU48,ヘタレたちよ Special Edition,0.403,9,-2.756,1.0,0.11,0.0326,0.0,0.0985,0.574,177.824,4.0,14
6306,Clover(version2016),239626,0,0.21,Flower,THIS IS Flower THIS IS BEST,0.586,2,-4.013,1.0,0.0304,0.139,0.0,0.284,0.313,91.986,4.0,14
6307,Let's Stay Home - A Director's Cut Classic Club Mix,465978,0,0.14,Frankie Knuckles;Director's Cut;Inaya Day,The Director's Cut Collection,0.82,8,-5.037,1.0,0.0413,0.000825,0.00647,0.0372,0.658,115.995,4.0,5
6308,Vacum Cleaner,300000,0,0.31,Baby Sleep Lullaby Academy,"Natural White Noise to Help Your Baby Sleep – Relaxing and Soothing Sounds of Hairdryer, Vacuum Cleaner, Ocean Waves, Car Engine, Mother's Heartbeat and Other",0.0,5,-25.195,1.0,0.0,0.908,0.973,0.96,0.0,83.95833246443307,4.0,16
6309,The Letter,230253,0,0.25,Kiprich,Outta Road,0.768,5,-7.98,1.0,0.0557,0.362,0.0,0.266,0.963,83.99,4.0,13
6310,Chamou Chamou,188260,0,0.46,Léo Magalhães,Oi,0.765,2,-4.416,1.0,0.0308,0.693,0.0,0.135,0.859,135.993,4.0,7
6311,Solid Stigma,192644,0,0.6,Angerfist,Diabolic Dice,0.372,1,-0.897,1.0,0.411,0.193,0.00291,0.0731,0.314,94.983,4.0,19
6312,失恋お掃除人,279146,0,0.28,Nogizaka46,いつかできるから今日できる (Special Edition),0.498,2,-2.928,0.0,0.0371,0.0325,0.0,0.0838,0.421,88.014,4.0,14
6314,I Won't See You Tonight Part 1,538333,0,0.58,Avenged Sevenfold,Waking The Fallen,0.4,7,-5.109,0.0,0.0492,0.000451,0.00581,0.218,0.101,129.505,4.0,1
6315,Baie de Sangareya,254106,0,0.18,The Shaolin Afronauts,Follow the Path,0.605,5,-7.875,0.0,0.0385,0.0772,0.911,0.194,0.745,102.605,4.0,0
6316,Das kann uns keiner nehmen,216039,0,0.21,DJ Ötzi,Sei du selbst - Party 2.0,0.639,0,-4.162,1.0,0.0445,0.0671,3.71e-06,0.283,0.537,130.06,4.0,8
6317,Agent Orange,365320,0,0.1,Sodom,Agent Orange,0.271,4,-4.936,0.0,0.117,1.66e-05,0.735,0.21,0.253,114.027,5.0,1
6318,アジアン,226720,0,0.22,PASSEPIED,幕の内ISM,0.506,4,-4.797,1.0,0.0423,0.00137,0.0154,0.214,0.845,157.841,4.0,14
6319,Dream Reality,186781,0,0.45,Doris Melwin,Dream Reality,0.144,5,-33.697,1.0,0.0474,0.937,0.877,0.108,0.208,77.314,1.0,16
6320,Electron,369138,0,0.14,Mr. Fingers,Cerebral Hemispheres,0.594,8,-8.91,1.0,0.0368,0.046,0.768,0.112,0.462,108.0,4.0,5
6321,Push,324266,0,0.11,Lusine,Lucky Numbers,0.793,11,-9.848,0.0,0.044,0.00331,0.884,0.111,0.873,130.003,4.0,9
6322,Reset,271680,0,0.33,Porta,Reset,0.744,9,-4.528,0.0,0.284,0.201,0.0,0.173,0.656,86.948,4.0,17
6323,Shot You Down - Audio Bullys Remix Edit; Feat. Nancy Sinatra,393826,0,0.0,Audio Bullys;Nancy Sinatra,I'm In Love,0.54,10,-3.885,1.0,0.0514,0.147,0.459,0.064,0.137,126.194,4.0,4
6324,Canadian Metal,286853,1,0.19,Darkthrone,F.O.A.D,0.234,11,-1.456,0.0,0.0809,4.59e-05,0.233,0.381,0.135,136.523,4.0,1
6325,Monika die Domina,163714,0,0.33,Balek,Ballermann Hits Party 2023,0.713,9,-5.819,1.0,0.0896,0.0176,0.0,0.345,0.908,140.035,4.0,8
6326,The Blues,184533,0,0.2,Randy Newman,Trouble in Paradise,0.711,0,-13.933,1.0,0.0323,0.298,1.77e-06,0.0975,0.952,128.162,4.0,6
6327,The Stardust Memory,232991,0,0.37,Kyoko Koizumi,The Stardust Memory,0.623,3,-5.808,1.0,0.0271,0.0244,0.000168,0.355,0.502,143.318,4.0,19
6328,White Noise For Sleeping,161500,0,0.32,White Noise Baby Sleep;White Noise for Babies,"!!"" White Noise 10 Hours ""!!",0.0874,10,-15.87,0.0,0.157,0.12,0.00206,0.754,0.0,86.782,4.0,16
6329,Invisible Palette,179250,0,0.29,Obie Hans,Invisible Palette,0.569,8,-19.876,0.0,0.0472,0.84,0.889,0.102,0.359,118.493,3.0,18
6330,Doesn't Have to Be This Way,213213,0,0.25,Alison Krauss & Union Station,Lonely Runs Both Ways,0.466,11,-9.829,1.0,0.0296,0.778,0.000586,0.0868,0.325,81.433,4.0,2
6331,Diga pra Mim - Ao Vivo,287240,0,0.0,Zezo,"Especial: Xote / Forró, Vol. 4 (Ao Vivo)",0.658,6,-7.189,1.0,0.105,0.102,0.000268,0.236,0.705,177.917,4.0,7
6332,Not For Lack of Trying,309226,0,0.19,Stuart Duncan;Edgar Meyer;Chris Thile;Yo-Yo Ma,Not Our First Goat Rodeo,0.28,7,-19.994,1.0,0.0413,0.933,0.00653,0.155,0.103,149.423,3.0,2
6333,Circle of Ours,137566,0,0.31,Justnormal,Circle Of Ours,0.712,7,-10.643,1.0,0.0441,0.982,0.621,0.117,0.0351,130.008,4.0,18
6334,Reclaim,248352,0,0.01,Farzad Golpayegani,Eight,0.278,11,-4.151,1.0,0.0859,0.00223,0.528,0.0531,0.733,103.435,3.0,12
6335,Beginning of the End - Soundtrack Version,212053,0,0.29,Spineshank,Freddy vs. Jason (Soundtrack),0.58,6,-4.12,1.0,0.0447,1.4e-05,0.00633,0.0859,0.628,124.784,4.0,11
6336,Forever - Radio Version/Live,240066,0,0.4,Kari Jobe,Majestic (Deluxe / Live),0.297,8,-5.891,1.0,0.0409,0.0851,0.0,0.0802,0.172,148.151,4.0,12
6337,Principe Encantado,227560,0,0.46,Banda Calypso,Ao Vivo em São Paulo,0.492,10,-2.196,0.0,0.058,0.382,0.0,0.41,0.701,156.993,4.0,7
6338,No Good (Start The Dance) - Bad For You Mix,411866,0,0.14,The Prodigy,No Good (Start the Dance),0.672,7,-13.052,0.0,0.0402,0.00212,0.878,0.0265,0.389,144.014,4.0,4
6339,Make'Em Touch - Original Mix,262400,0,0.22,DJ Fixx,Make'Em Touch,0.685,8,-3.502,0.0,0.0555,0.000189,0.000112,0.302,0.777,150.037,4.0,4
6340,Pruébate Ya Estas Gafas,55693,0,0.24,Doctora Juguetes;Lambie;Hallie,Doctora Juguetes: Ya Llegó la Doctora,0.769,2,-5.739,1.0,0.0506,0.719,0.0,0.112,0.433,123.841,4.0,6
6341,It Made You Blind,629199,0,0.0,Rojin Sharafi,Kariz,0.232,4,-9.573,0.0,0.0324,0.235,0.799,0.0695,0.0332,93.415,4.0,12
6342,でんでんぱっしょん,237011,0,0.23,Dempagumi.Inc,WWDBEST ~電波良好!~,0.461,8,-2.076,1.0,0.117,0.00453,6.13e-06,0.222,0.536,93.046,4.0,14
6343,cherry wine,188499,0,0.43,Zachary Knowles,cherry wine,0.595,1,-10.534,0.0,0.0336,0.88,1.29e-06,0.119,0.427,147.863,4.0,18
6344,Time - Kev Willow Remix,253718,0,0.16,Chase & Status;Delilah;Kev Willow,No More Idols (Platinum Edition),0.523,9,-9.044,0.0,0.0353,0.00876,0.000933,0.196,0.386,140.04,4.0,11
6345,"What a Dog/He's a Tramp - From ""Lady and the Tramp""",145253,0,0.24,Oliver Wallace;Peggy Lee,Disney Classics,0.389,7,-13.804,1.0,0.0403,0.9,0.0,0.188,0.252,105.545,4.0,6
6346,You and My Guitar,169520,0,0.33,John Williamson,His Favourite Collection,0.666,1,-9.596,1.0,0.0493,0.68,0.000106,0.943,0.714,127.7,4.0,6
6347,Se Tu Lutas Tu Conquistas,383426,0,0.52,SNJ,Se Tu Lutas Tu Conquistas,0.815,6,-6.359,1.0,0.246,0.457,3.99e-06,0.111,0.558,86.018,4.0,3
6348,Game of Illusions - Original Mix,207174,0,0.0,Chaos Descent,When Life Leads Us to Death,0.543,9,-4.948,1.0,0.083,0.000809,0.0,0.407,0.271,100.039,4.0,12
6349,The Strays,268426,0,0.23,Area 11,All the Lights in the Sky,0.546,11,-5.05,0.0,0.0512,0.00196,5.11e-05,0.142,0.46,114.984,3.0,11
6350,軽蔑していた愛情,256906,0,0.2,AKB48,SET LIST〜グレイテストソングス〜完全盤,0.642,1,-4.773,1.0,0.0515,0.00339,0.0,0.0826,0.793,118.608,4.0,14
6351,En la Luna,91466,0,0.24,María Caneda;Carlos Baez;Sandra Carvajal,'Más allá de la Luna' (música de la película de Netflix),0.305,9,-7.347,0.0,0.0328,0.964,5.86e-05,0.106,0.475,63.651,3.0,6
6352,Shake (Remix) - Radio Edit,213221,0,0.2,Skillibeng;Jada Kingdom,Shake (Remix),0.703,4,-12.691,0.0,0.315,0.257,0.000174,0.0935,0.471,192.084,4.0,13
6353,Tere Bina,152000,0,0.41,Zephyrtone;Vasu Raina,Tere Bina,0.664,0,-10.224,0.0,0.0303,0.264,2.57e-06,0.142,0.573,144.031,4.0,10
6354,Vida Eu Gosto De Você,181765,0,0.38,Maneva,Mundo Novo,0.658,4,-8.903,1.0,0.153,0.569,0.0,0.257,0.456,138.559,4.0,3
6355,Shake It Up (Neon Steve Remix) - Mixed,195503,0,0.14,Stanton Warriors;The Beatnuts;Neon Steve,Rise,0.802,2,-4.987,1.0,0.146,0.00591,0.0334,0.29,0.522,63.948,4.0,4
6356,Meter Bier,172026,0,0.17,PartyfrieX,Partyfreak,0.686,7,-6.056,1.0,0.0763,0.0887,0.0,0.296,0.913,163.038,4.0,8
6357,Voy a Saco,201660,1,0.29,Porta,No Hay Truco (Maqueta 2007),0.809,1,-4.751,1.0,0.315,0.138,0.0,0.328,0.905,92.038,4.0,17
6358,Behne Do,180000,0,0.47,Vismay Patel,Behne Do,0.676,8,-13.063,1.0,0.0595,0.775,0.0,0.359,0.413,100.034,3.0,10
6359,MIKATAせずにはいられないっ!,190087,0,0.17,Dempagumi.Inc,DEMPARK!!!,0.585,1,-3.807,1.0,0.0743,0.0671,0.000996,0.103,0.472,97.828,4.0,14
6360,I am crazy but you like that,136191,0,0.0,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,I am crazy but you like that,0.589,7,-12.993,0.0,0.124,0.276,0.88,0.1,0.146,105.926,4.0,10
6361,I Know That My Redeemer Liveth (Remastered 2014),409212,0,0.0,Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,"Classical Christmas, Vol. 2",0.195,4,-19.823,1.0,0.0467,0.949,0.0223,0.337,0.0376,91.13,4.0,16
6362,Everything's Borrowed,315306,0,0.06,Scooter,No Time to Chill,0.705,9,-7.232,1.0,0.0483,2.69e-05,0.817,0.322,0.758,138.981,4.0,8
6363,Murkit Gem,192404,0,0.43,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),0.536,3,-10.067,0.0,0.0641,0.599,0.921,0.159,0.566,117.796,4.0,0
6364,The Fool,246373,0,0.47,Fleshgod Apocalypse,King,0.469,6,-4.266,1.0,0.132,0.000178,0.00183,0.143,0.158,114.972,4.0,1
6365,Aç Sesini,240933,0,0.38,Sertab Erener,Ben Yaşarım,0.562,5,-6.478,1.0,0.0315,0.136,1.45e-06,0.0895,0.341,67.006,4.0,14
6366,Breath Ritual,28946,0,0.0,Leila Bela,Angra Manyu,0.359,4,-30.401,1.0,0.439,0.393,0.0379,0.393,0.0366,119.207,5.0,12
6367,月夜愁,196520,0,0.28,Jody Chiang,"台灣名謠, Vol. 1: 秋風夜雨",0.534,5,-10.149,1.0,0.0245,0.602,7.19e-05,0.298,0.343,95.67,4.0,15
6368,花時計〜Party's on!〜version2016,251133,0,0.21,Flower,瞳の奥の銀河(ミルキーウェイ)(Special Edition),0.598,9,-4.209,1.0,0.0493,0.266,0.0,0.316,0.417,139.952,4.0,14
6369,Act Your Age,266626,0,0.23,Snake River Conspiracy,Sonic Jihad,0.615,9,-1.961,1.0,0.0673,0.257,0.0205,0.588,0.583,129.921,4.0,11
6370,Melting Sun IV: Jade Fields,389026,0,0.35,Lantlôs,Melting Sun,0.443,6,-6.28,1.0,0.0387,5.65e-05,0.698,0.175,0.0847,118.488,4.0,1
6371,In the Ballroom,288698,0,0.01,Jennifer Cardini;David Shaw and The Beat,Tsugi Electro,0.815,2,-7.627,1.0,0.0527,0.00089,0.638,0.0984,0.474,110.011,4.0,19
6372,Intergalactic Sneakers,134500,0,0.09,Jobii,Intergalactic Sneakers,0.769,1,-7.01,1.0,0.0583,0.591,0.899,0.117,0.652,119.974,5.0,18
6373,Machine Gun - 16 Bit Remix,360020,0,0.25,Noisia,Machine Gun,0.374,6,-6.797,0.0,0.311,0.000506,0.625,0.108,0.305,104.968,3.0,4
6374,Professional Problem 2018,311946,0,0.11,OSAMU SATO,LSD REVAMPED,0.518,11,-10.664,0.0,0.0407,0.00059,0.876,0.235,0.862,149.992,4.0,9
6375,Shape of You - Abheri - Shudha Dhanyasi - Adi Tala - Carnatic Mix,170034,0,0.5,IndianRaga;Mahesh Raghvan;Vinod Krishnan;Aditya Rao,Shape of You (Carnatic Mix),0.735,1,-8.373,0.0,0.0352,0.489,0.0,0.383,0.936,95.967,4.0,10
6376,Drinkin’ Alone,160346,0,0.4,The Steeldrivers,The Muscle Shoals Recordings,0.476,2,-7.764,1.0,0.0594,0.299,1.34e-05,0.271,0.503,188.156,3.0,2
6377,猫の名前,297400,0,0.25,Keyakizaka46,真っ白なものは汚したくなる (Complete Edition),0.574,3,-4.627,1.0,0.0377,0.166,0.0,0.211,0.832,140.99,4.0,14
6379,即将上映的美丽,259022,0,0.16,颜慧萍,即将上映的美丽,0.64,8,-7.192,1.0,0.0375,0.887,0.0,0.126,0.419,147.753,4.0,15
6380,Stillhouse Road,177320,0,0.0,Three Tall Pines,Short While Ago,0.507,2,-7.256,1.0,0.0342,0.683,0.00143,0.0918,0.537,116.991,4.0,2
6381,Dawn is Coming,221840,0,0.22,Andy Thorn,Songs of the Sunrise Fox,0.54,10,-18.341,1.0,0.0443,0.966,0.775,0.0932,0.929,117.031,4.0,2
6382,Fatherland,291546,0,0.01,Crows in the Rain,Little Girl And Lost Blossom,0.122,11,-18.039,0.0,0.0405,0.891,0.769,0.119,0.0734,87.074,4.0,12
6383,Stop Wasting My Time,217007,0,0.14,Matt Large,Piano For Painkillers,0.676,2,-9.466,1.0,0.0297,0.834,0.683,0.139,0.494,133.871,4.0,18
6384,Affi Smart,193863,1,0.0,Vipa Music;Kenyaman,Affi Smart,0.606,1,-9.667,0.0,0.257,0.458,0.0,0.213,0.118,79.516,4.0,13
6385,Toll Free,201746,0,0.24,Plastilina Mosh,All U Need Is Mosh,0.746,0,-5.389,0.0,0.0545,0.031,0.0,0.641,0.889,138.153,4.0,0
6386,Kackvogel - Original Mix,448005,0,0.48,Solomun,Kackvogel,0.875,7,-10.156,1.0,0.0466,0.208,0.449,0.0749,0.365,117.995,4.0,19
6387,Déjame,160000,0,0.63,Los Secretos,Los Secretos,0.461,7,-11.133,1.0,0.0298,0.00115,3.63e-05,0.274,0.963,99.677,4.0,17
6388,Dancin (feat. Luvli) - BOXINBOX Remix,216000,0,0.31,Aaron Smith;BOXINBOX;Luvli,Dancin (feat. Luvli) [BOXINBOX Remix],0.757,1,-7.632,1.0,0.034,0.0407,1.67e-06,0.111,0.594,100.039,4.0,5
6389,Sleep Sound For Babies - Underwater,139661,0,0.39,Wave Sounds For Sleep,Wave Sounds For Baby Sleep,0.244,10,-43.504,1.0,0.0494,0.97,0.888,0.0926,0.162,138.094,4.0,16
6390,Tear Down The Club - Original Mix,249600,0,0.12,DJ Fixx,Tear Down The Club,0.627,8,-5.429,1.0,0.0518,0.00142,0.0308,0.0989,0.297,150.007,4.0,4
6391,Sunny - Summer Vibe Mix,259934,0,0.55,Blank & Jones;Boney M.,Relax Edition 9,0.824,8,-7.354,0.0,0.0631,0.0382,0.291,0.095,0.521,113.995,4.0,19
6392,Moça Bonita,189160,0,0.45,Rastapé,Tudo E Forro,0.692,2,-6.976,1.0,0.0384,0.265,3.55e-06,0.175,0.558,144.074,4.0,7
6393,I Know - Original,512466,0,0.14,Hybrid,Wide Angle,0.543,2,-9.46,0.0,0.028,0.0273,0.495,0.0627,0.162,131.004,4.0,4
6394,Mother North,502586,0,0.22,Satyricon,Live at the Opera,0.0855,2,-9.285,0.0,0.372,0.000706,0.0152,0.988,0.0263,81.51,4.0,1
6395,Lettered Love - Live,222733,0,0.39,Hillsong Worship,There Is More,0.333,0,-9.746,1.0,0.0315,0.182,6.28e-06,0.673,0.259,91.983,4.0,7
6396,Fågelkvitter,220682,0,0.3,Avslappning Sound,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",0.149,3,-26.971,1.0,0.0411,0.954,0.878,0.112,0.0382,91.881,3.0,16
6397,A Place To Start,135593,0,0.27,Fires In The Dark,A Place To Start,0.649,3,-15.044,0.0,0.0844,0.956,0.908,0.12,0.371,141.526,4.0,18
6398,December In Windsor,180600,0,0.23,Woods Of Ypres,Woods III: Deepest Roots And Darkest Blues,0.491,6,-4.972,0.0,0.0291,0.0028,0.766,0.0853,0.518,105.021,3.0,1
6399,Eyen,260133,0,0.0,Plaid;Benet Walsh,Double Figure,0.534,9,-10.645,1.0,0.0322,0.0153,0.962,0.189,0.353,121.065,4.0,9
6400,Call of the Mountain Battle,298285,0,0.0,From The Vastland,Kamarikan,0.234,5,-6.797,0.0,0.127,0.000122,0.913,0.224,0.0372,103.78,4.0,12
6402,Be Someone (feat. Ray X Ben),166005,1,0.69,KVSH;Schillist;Benny Morrell,Be Someone (feat. Ray X Ben),0.711,2,-8.438,1.0,0.202,0.101,1.26e-05,0.628,0.398,120.058,3.0,3
6403,Don't Go - 2021 Mix,334357,0,0.0,Klubfiller;Steve Hill,"Full Length Cardio Workout, Vol. 5",0.6,10,-8.169,0.0,0.0596,0.000272,0.681,0.137,0.278,145.008,4.0,8
6404,Ptsd,162500,1,0.21,Chronic Law,Ptsd,0.692,6,-5.524,1.0,0.207,0.779,0.0,0.113,0.368,96.136,4.0,13
6405,Thug Tears,198310,1,0.5,JPEGMAFIA,Veteran,0.881,10,-5.768,1.0,0.298,0.26,0.000223,0.313,0.779,138.964,4.0,11
6406,Dancin (feat. Luvli) - Linier Remix,298053,0,0.41,Aaron Smith;Luvli,Dancin (Remixes) - EP2 (feat. Luvli),0.803,6,-7.419,0.0,0.0461,0.0312,0.114,0.0793,0.462,123.995,4.0,5
6407,Back To Life - Live,395161,0,0.6,Bethel Music;Zahriya Zachary,Homecoming (Live),0.368,11,-7.597,1.0,0.0402,0.00269,0.0,0.121,0.165,145.114,4.0,10
6408,Bodies,201960,0,0.78,Drowning Pool,Sinner,0.656,4,-3.405,0.0,0.0708,0.00347,0.00147,0.144,0.544,130.936,4.0,11
6409,Ark,106559,0,0.19,Halls,Ark,0.29,8,-17.504,1.0,0.0415,0.943,0.918,0.23,0.197,82.141,4.0,9
6410,Delusion,303278,0,0.0,Baramant,Homarg,0.372,2,-3.838,1.0,0.0397,0.000687,0.762,0.275,0.545,110.002,4.0,12
6411,天后,289400,0,0.58,Andrew Tan,再愛一遍‧天后陳勢安,0.46,9,-5.903,1.0,0.0309,0.199,0.0,0.0917,0.286,160.044,4.0,15
6412,Yokohama,111750,0,0.34,Nathan Kawanishi,Freshman Tape,0.645,0,-8.353,0.0,0.194,0.873,0.882,0.216,0.767,79.797,4.0,18
6413,Te Debía Esta Canción,190824,0,0.3,Sharif,Bajo el Rayo Que No Cesa,0.546,11,-9.374,1.0,0.165,0.506,5.21e-06,0.164,0.523,83.624,4.0,17
6414,One Day Soon,107848,0,0.34,Lazy Leopard,One Day Soon,0.718,11,-9.879,1.0,0.0661,0.155,0.893,0.155,0.418,78.994,4.0,18
6415,Dreamland is Falling Dawn,110000,0,0.19,arai tasuku,Alice,0.682,0,-9.216,1.0,0.0472,0.381,0.933,0.158,0.207,131.926,4.0,9
6416,Papua New Guinea,405293,0,0.46,The Future Sound Of London,Accelerator,0.352,8,-14.853,1.0,0.0445,0.00181,0.687,0.143,0.431,124.864,4.0,4
6417,The Wilhelm Scream,268040,0,0.24,The Bamboos;Meg Washington,The Best of the Tru Thoughts Years,0.566,7,-5.62,1.0,0.0263,0.00773,0.0323,0.257,0.402,150.033,4.0,0
6418,Three Little Monkeys Jumping On the Bed,63853,0,0.6,The Little 'uns,First Animals,0.953,9,-14.666,1.0,0.0543,0.317,0.0,0.0549,0.797,110.015,4.0,6
6419,Song of Light,241373,0,0.13,Jomanda,Een Nieuw Begin,0.673,9,-8.99,1.0,0.0292,0.145,9.87e-06,0.0703,0.474,118.04,4.0,5
6420,Surrounds Me - Live,219378,0,0.38,Hillsong Worship;Mi-kaisha Rose,These Same Skies (Live),0.531,5,-7.577,1.0,0.0277,0.0143,0.0,0.0642,0.344,81.873,4.0,7
6421,Koko,172489,1,0.47,Karen Nyame KG;Mista Silva,Koko,0.812,8,-8.947,1.0,0.0579,0.0277,0.574,0.0826,0.617,115.038,4.0,19
6422,Annäherung an Gezeiten,217352,0,0.44,Weißes Rauschen HD,Meereswellen zum Schlafen: Weißes Rauschen für den Schlaf,0.147,0,-28.08,0.0,0.0522,0.907,0.954,0.352,0.000673,76.986,4.0,16
6423,Nada Fue Un Error,208200,0,0.0,Coti;Andrés Calamaro,Triste Hora,0.621,9,-6.795,1.0,0.0327,0.0831,0.0,0.31,0.849,138.495,4.0,17
6424,Doof Doof Untz Untz - Original Mix,344323,0,0.18,S3RL,Doof Doof Untz Untz,0.571,2,-1.559,1.0,0.0968,0.00161,0.32,0.0822,0.744,175.039,4.0,8
6425,Boroon Kooch,582253,0,0.0,Negin Zomorrodi,InMigration,0.167,5,-16.398,1.0,0.0402,0.889,0.847,0.128,0.0397,87.344,4.0,12
6426,"Ewangelina - z filmu ""Księżniczka i żaba""/Ścieżka dźwiękowa polskiej wersji",116013,0,0.24,Robert Rozmus,Ksiezniczka I Zaba,0.337,3,-8.93,1.0,0.0457,0.798,3.18e-06,0.098,0.296,96.693,4.0,6
6427,Een mooie droom,190500,0,0.64,Zeb Maessen,Een mooie droom,0.0983,7,-36.47,1.0,0.0455,0.987,0.747,0.11,0.0371,65.583,3.0,16
6428,White Sheets Hide,330000,0,0.0,Rojin Sharafi,Kariz,0.383,5,-13.693,1.0,0.0475,0.000366,0.568,0.26,0.077,133.053,4.0,12
6429,Happy to See You,131734,0,0.4,"Sarah, the Illstrumentalist",Happy To See You,0.686,0,-5.862,0.0,0.0361,0.164,0.209,0.111,0.8,89.409,4.0,18
6430,life is a balloon,104470,0,0.34,frek!,comic sans,0.556,11,-12.118,0.0,0.145,0.482,0.697,0.102,0.501,169.955,4.0,18
6431,The Blazing Monoliths of Defiance,277093,0,0.24,Dimmu Borgir,Spiritual Black Dimensions,0.169,4,-6.789,1.0,0.101,2.47e-05,0.000743,0.276,0.112,112.758,4.0,1
6432,Touch - Solomun Remix,173949,0,0.43,Golden Features;Rromarin;Solomun,Touch (Solomun Remix),0.669,2,-5.067,0.0,0.0422,0.0344,0.00506,0.18,0.37,128.002,4.0,11
6433,Exercises in Futility I,478546,1,0.44,Mgła,Exercises in Futility,0.263,7,-5.513,1.0,0.1,0.000128,0.704,0.345,0.0362,159.914,4.0,1
6434,Hi Q White Noise,240000,0,0.35,Granular,Baby Sleep White Noise,0.172,1,-31.698,1.0,0.111,0.513,0.619,0.0949,0.0151,125.768,3.0,16
6435,Rain Sleep: Deep Forest Rain,90874,0,0.35,Rain for Deep Sleep,Rainforest Sleep,0.0,8,-25.758,1.0,0.0,0.00621,0.0798,0.353,0.0,93.60577876557872,3.0,16
6436,Nirvana,99000,0,0.12,Crate Diggers,Samsara,0.701,3,-9.777,0.0,0.0602,0.602,0.871,0.0984,0.858,160.035,4.0,18
